/home/graham/Projects/GitTests/OpenField/TestSampleData/sampleVid.mp4
parse	hand	none	mouse
mouse	0.00011221329	1.5677379e-05	0.9998721
mouse	0.00010906553	1.6509579e-05	0.99987435
mouse	0.00019867634	1.42287345e-05	0.99978715
mouse	0.0003930805	1.7511518e-05	0.9995894
mouse	0.00036815382	1.7115992e-05	0.9996147
mouse	0.00038788604	1.748661e-05	0.9995946
mouse	0.0009272945	6.427602e-05	0.9990085
mouse	0.0004892679	3.9111022e-05	0.9994716
mouse	0.0006157583	0.00011615836	0.9992681
mouse	0.0006247217	0.00011504167	0.99926025
mouse	0.0005430799	0.0001269588	0.99933004
mouse	0.0005272815	0.0001855816	0.9992872
mouse	0.0005318889	0.00017833592	0.99928975
mouse	0.00050447683	0.00020628488	0.99928916
mouse	0.00048514258	0.00018559491	0.9993293
mouse	0.0013422867	0.00017967838	0.998478
mouse	0.0026235054	1.0888773e-05	0.99736565
mouse	0.0029972442	8.093408e-06	0.9969946
mouse	0.003086995	7.5854405e-06	0.9969054
mouse	0.0030564757	8.369003e-06	0.9969351
mouse	0.001303736	3.6616766e-05	0.9986596
mouse	0.0010477998	3.0885432e-05	0.9989214
mouse	0.0010539324	3.2193293e-05	0.9989139
mouse	0.001122269	2.9124032e-05	0.99884856
mouse	0.0009880397	2.0222811e-05	0.9989918
mouse	0.00093974243	1.8004834e-05	0.9990422
mouse	0.0010286986	1.1140692e-05	0.99896014
mouse	0.0010466647	1.1107436e-05	0.9989422
mouse	0.00097615476	1.0229555e-05	0.99901354
mouse	0.001169511	1.22881975e-05	0.9988182
mouse	0.001074025	1.2275175e-05	0.99891376
mouse	0.0010691533	1.3850393e-05	0.998917
mouse	0.0010205937	1.3413198e-05	0.998966
mouse	0.001064139	7.815512e-06	0.998928
mouse	0.00047158558	4.7084677e-06	0.99952376
mouse	0.0010001508	4.9552174e-05	0.9989503
mouse	0.00097229786	4.5744833e-05	0.9989819
mouse	0.0009717799	4.505389e-05	0.9989831
mouse	0.00066330517	2.3064025e-05	0.9993136
mouse	0.00023706167	3.8869803e-05	0.9997241
mouse	0.00023895554	3.9110262e-05	0.99972194
mouse	0.00024065869	3.9168568e-05	0.99972016
mouse	4.2655538e-05	9.049312e-06	0.99994826
mouse	1.8866853e-05	1.8440272e-06	0.99997926
mouse	4.9165636e-05	9.830933e-06	0.999941
mouse	4.9197955e-05	8.742496e-06	0.99994206
mouse	4.7435347e-05	9.351189e-06	0.99994326
mouse	2.4864692e-05	1.3677159e-06	0.9999738
mouse	9.671953e-06	2.1319846e-07	0.9999901
mouse	1.0112132e-05	2.0416161e-07	0.9999896
mouse	8.8297575e-06	2.0547488e-07	0.99999094
mouse	8.841968e-06	8.242823e-08	0.99999106
mouse	1.0268456e-05	7.359974e-08	0.9999896
mouse	4.122715e-06	1.5984943e-08	0.9999958
mouse	3.9216966e-06	1.8395825e-08	0.99999607
mouse	3.988749e-06	1.8887645e-08	0.99999595
mouse	2.686436e-06	1.697772e-08	0.99999726
mouse	2.8857771e-06	1.3438885e-08	0.99999714
mouse	2.9418939e-06	1.5544098e-08	0.999997
mouse	2.8054462e-06	1.379347e-08	0.99999714
mouse	5.6783397e-06	5.075251e-08	0.9999943
mouse	4.463881e-06	9.152036e-09	0.99999547
mouse	1.5430762e-05	9.635616e-08	0.9999845
mouse	1.555386e-05	9.050734e-08	0.9999844
mouse	1.47787705e-05	9.267848e-08	0.9999851
mouse	1.2188674e-05	2.3450028e-07	0.9999876
mouse	9.539859e-06	5.0598732e-08	0.99999046
mouse	8.695928e-06	3.473311e-08	0.9999913
mouse	8.477121e-06	4.8934474e-08	0.9999914
mouse	5.081441e-05	2.4591492e-07	0.999949
mouse	0.00017692563	1.5026828e-06	0.9998216
mouse	0.00041163655	1.8653408e-06	0.9995865
mouse	0.0004258235	1.8559151e-06	0.99957234
mouse	0.00043338415	1.956961e-06	0.9995647
mouse	0.000394261	1.1850269e-06	0.9996045
mouse	0.0002929752	5.315069e-07	0.99970645
mouse	0.00026872393	4.8851115e-07	0.99973077
mouse	0.00027759405	4.9080575e-07	0.99972194
mouse	0.00061755936	5.111794e-06	0.9993773
mouse	0.0006274156	3.7279399e-06	0.99936885
mouse	0.0004458774	6.704289e-05	0.99948704
mouse	0.0004245197	6.1248946e-05	0.9995142
mouse	0.0004300801	5.5089582e-05	0.9995148
mouse	0.0005800281	0.00027272126	0.9991473
mouse	0.000633525	0.00038205026	0.9989844
mouse	0.0006070103	0.00036483243	0.9990282
mouse	0.0006003935	0.00031989728	0.9990797
mouse	0.00024142655	0.00021637621	0.99954224
mouse	9.818494e-05	6.296475e-05	0.9998388
mouse	3.6219324e-05	3.7216387e-06	0.99996006
mouse	3.788942e-05	4.1454327e-06	0.9999579
mouse	3.7201527e-05	3.960571e-06	0.9999589
mouse	3.337743e-05	1.1189398e-06	0.99996555
mouse	2.2168744e-05	1.4120241e-06	0.9999764
mouse	2.212066e-05	1.3537668e-06	0.9999765
mouse	2.2721217e-05	1.4017098e-06	0.9999759
mouse	2.8223e-05	2.2382567e-06	0.9999695
mouse	3.0724248e-05	1.918404e-06	0.99996734
mouse	1.8940651e-05	1.3409782e-06	0.99997973
mouse	1.9658595e-05	1.2452098e-06	0.99997914
mouse	2.1228765e-05	1.2464243e-06	0.99997747
mouse	1.8117153e-05	7.440212e-07	0.99998116
mouse	1.3882993e-05	5.159712e-07	0.9999856
mouse	1.3816821e-05	4.8614294e-07	0.9999857
mouse	1.2946852e-05	5.268638e-07	0.9999865
mouse	1.1859995e-05	6.97659e-07	0.9999875
mouse	8.858161e-06	5.9121885e-07	0.9999906
mouse	9.79439e-05	5.3797116e-06	0.99989665
mouse	8.642424e-05	4.390739e-06	0.99990916
mouse	8.1859325e-05	4.188941e-06	0.99991393
mouse	0.00026658314	1.402815e-05	0.9997193
mouse	0.000508889	2.7510056e-05	0.9994636
mouse	0.00049270317	2.7601845e-05	0.9994797
mouse	0.0005225776	2.5665933e-05	0.9994517
mouse	0.00031307273	7.707639e-06	0.9996792
mouse	0.00015458067	9.348412e-06	0.9998361
mouse	0.00014314441	3.287982e-05	0.999824
mouse	0.00014217781	3.2630895e-05	0.9998252
mouse	0.0001396223	3.4898883e-05	0.99982554
mouse	8.8130415e-05	1.4864691e-05	0.999897
mouse	6.3353174e-05	1.02579115e-05	0.9999263
mouse	6.2066654e-05	1.1478439e-05	0.99992645
mouse	6.0621736e-05	1.1513142e-05	0.9999279
mouse	0.00016188817	1.3106547e-05	0.99982506
mouse	3.826286e-05	7.537325e-07	0.999961
mouse	9.746351e-05	1.7108689e-06	0.9999008
mouse	0.000101928694	1.6764684e-06	0.9998964
mouse	0.00010279338	1.8283704e-06	0.99989533
mouse	4.4072363e-05	9.565724e-07	0.99995494
mouse	0.0002469315	0.000108899294	0.99964416
mouse	0.00025028782	0.00011666703	0.9996331
mouse	0.0002355455	0.000106889485	0.9996575
mouse	0.0002500653	7.844371e-05	0.99967146
mouse	0.00045250318	0.0002631651	0.9992843
mouse	0.001067831	0.0010337511	0.99789846
mouse	0.0011326227	0.0010308154	0.99783653
mouse	0.0012020608	0.000973901	0.9978241
mouse	0.00076275837	0.001077519	0.9981597
mouse	0.000613322	0.00038351477	0.99900323
mouse	0.00063147553	0.00039190703	0.9989766
mouse	0.00058284606	0.00041277191	0.9990044
mouse	0.00031090848	0.00038720522	0.9993019
mouse	0.00023213372	0.00029465457	0.9994733
mouse	0.00016059118	0.0002495346	0.99958986
mouse	0.00015916153	0.00024209272	0.9995988
mouse	0.00016893446	0.0002608185	0.9995702
mouse	8.5275395e-05	7.7275436e-05	0.9998374
mouse	4.7019585e-05	3.6485068e-05	0.99991643
mouse	4.669323e-05	4.1937565e-05	0.9999113
mouse	4.6905414e-05	4.158908e-05	0.99991155
mouse	4.577348e-05	2.8206812e-05	0.999926
mouse	0.00018977531	0.00025644686	0.99955374
mouse	0.00014062905	9.508544e-05	0.99976426
mouse	0.0001536918	0.00010922604	0.9997371
mouse	0.00015699083	0.00010619847	0.99973685
mouse	6.367264e-05	1.54553e-05	0.99992085
mouse	6.95955e-05	1.757624e-05	0.99991286
mouse	7.012461e-05	1.6383741e-05	0.99991345
mouse	7.556775e-05	1.5676924e-05	0.9999088
mouse	4.234957e-05	6.144242e-06	0.9999515
mouse	3.3528922e-05	9.031117e-06	0.99995744
mouse	3.4982586e-05	9.82217e-06	0.9999552
mouse	0.00031743338	0.000102166894	0.99958044
mouse	0.00032754155	0.000109568275	0.9995629
mouse	0.00033664316	0.00027188146	0.99939144
mouse	0.00031244248	0.00027904334	0.9994085
mouse	0.00017491792	8.926984e-05	0.9997358
mouse	0.00013882306	7.8041296e-05	0.9997831
mouse	0.00013012894	7.4415344e-05	0.9997955
mouse	0.0001351836	7.4039606e-05	0.99979085
mouse	0.00019445826	0.0004787153	0.9993268
mouse	0.0003919711	0.0016623341	0.9979457
mouse	0.0005596704	0.0007978878	0.9986424
mouse	0.0005312333	0.0007690144	0.9986998
mouse	0.00057794305	0.00079786684	0.9986242
mouse	0.0010907666	0.0022703651	0.9966389
mouse	0.0029306186	0.0023726842	0.9946966
mouse	0.0030475864	0.0020983901	0.99485403
mouse	0.0030663733	0.0019542426	0.99497944
mouse	0.0039848844	0.0011625221	0.9948526
mouse	0.005483058	0.0036719732	0.9908449
mouse	0.0055481917	0.022331916	0.97211987
mouse	0.0057219677	0.019928921	0.9743491
mouse	0.00562136	0.020543119	0.9738356
mouse	0.0032146517	0.05392867	0.94285667
mouse	0.0024935845	0.03227255	0.96523386
mouse	0.0026179457	0.031252265	0.9661297
mouse	0.0024935838	0.03192887	0.9655775
mouse	0.0018406413	0.017031537	0.98112786
mouse	0.0012047103	0.017200528	0.9815948
mouse	0.00067868986	0.0030157233	0.9963056
mouse	0.0007029515	0.0027540438	0.996543
mouse	0.00064199587	0.0027077748	0.9966503
mouse	0.00047269562	0.0059506977	0.9935766
mouse	0.0006639369	0.002342087	0.996994
mouse	0.0007239146	0.002135206	0.9971409
mouse	0.0006830681	0.002272684	0.99704427
mouse	0.0015515339	0.0027106006	0.9957379
mouse	0.003251579	0.00017173382	0.9965767
mouse	0.0028621692	2.6281248e-05	0.99711156
mouse	0.0028939734	2.7271615e-05	0.9970788
mouse	0.00286433	2.6628384e-05	0.9971091
mouse	0.0032035	2.0346263e-06	0.9967945
mouse	0.0015864106	2.3308096e-06	0.9984112
mouse	0.0016191513	2.1133217e-06	0.99837875
mouse	0.0016310944	2.0701264e-06	0.9983669
mouse	0.0006708006	3.0812332e-06	0.9993261
mouse	0.0007494309	1.111003e-05	0.99923944
mouse	0.0013626924	0.00034721277	0.9982901
mouse	0.001260289	0.00039223887	0.9983475
mouse	0.0013485606	0.00034672132	0.9983047
mouse	0.0013279328	0.0022154534	0.99645656
mouse	0.0008926061	0.0015372204	0.9975701
mouse	0.000884219	0.0016124754	0.99750334
mouse	0.0008482964	0.0014288992	0.9977228
mouse	0.0003504445	0.004256397	0.99539316
mouse	0.00024770215	0.000654055	0.9990983
mouse	0.0005141994	6.1813356e-05	0.999424
mouse	0.00048896234	5.9179536e-05	0.9994518
mouse	0.00047628517	5.8692116e-05	0.99946505
mouse	0.0011468237	2.5095056e-05	0.9988281
mouse	0.00081073464	2.7274964e-06	0.9991866
mouse	0.0008093549	2.7987444e-06	0.9991879
mouse	0.000825942	2.776153e-06	0.99917126
mouse	0.0015018914	1.0298832e-06	0.9984971
mouse	0.0016155854	5.5763694e-06	0.9983789
mouse	0.0009207912	4.713722e-06	0.99907446
mouse	0.0009296735	4.4768913e-06	0.9990658
mouse	0.000852347	5.13385e-06	0.9991425
mouse	0.00023001895	6.612716e-07	0.9997693
mouse	0.00016569548	6.2954695e-07	0.9998337
mouse	0.00015999495	6.8135915e-07	0.9998393
mouse	0.00016175595	5.338852e-07	0.99983764
mouse	0.00065201917	0.00041868564	0.9989293
mouse	0.00029294746	6.957249e-05	0.9996375
mouse	0.00018771105	0.00051797065	0.9992943
mouse	0.00018080125	0.0004890996	0.99933016
mouse	0.00017978591	0.0004911716	0.9993291
mouse	0.00019138123	0.0005350911	0.9992735
mouse	0.00032516583	0.00043626217	0.9992386
mouse	0.00032415194	0.00042730113	0.99924856
mouse	0.00032525035	0.000438397	0.99923635
mouse	0.0002248115	0.00024310053	0.9995321
mouse	0.0003385609	2.76963e-06	0.9996587
mouse	0.00017827752	4.3797206e-07	0.99982136
mouse	0.00016528525	4.4473828e-07	0.9998343
mouse	0.00019017681	4.959691e-07	0.9998093
mouse	0.00023622341	9.1533894e-07	0.99976283
mouse	0.00020802882	2.9120542e-06	0.99978906
mouse	0.00021254776	3.1291816e-06	0.9997843
mouse	0.00019973535	3.272064e-06	0.99979705
mouse	0.00013878422	1.2235183e-06	0.9998599
mouse	0.00012826586	1.334098e-07	0.9998716
mouse	0.00020802405	1.006293e-07	0.9997919
mouse	0.00019970056	8.6138726e-08	0.99980026
mouse	0.00019982875	9.461768e-08	0.99980015
mouse	0.00036520613	6.175911e-08	0.99963474
mouse	0.00029225557	5.927006e-08	0.99970764
mouse	0.00029722243	5.9346007e-08	0.99970263
mouse	0.00028833415	5.438533e-08	0.9997116
mouse	0.00018861356	1.4878798e-08	0.99981135
mouse	0.00027318875	2.6964518e-08	0.9997267
mouse	0.0002955894	8.810487e-09	0.9997044
mouse	0.00027610708	8.2546805e-09	0.99972385
mouse	0.00030446987	1.1347624e-08	0.99969554
mouse	0.00043602046	1.18295205e-08	0.999564
mouse	0.0003218941	2.0061066e-08	0.99967813
mouse	0.0002944814	2.0106892e-08	0.9997055
mouse	0.0003207906	1.939731e-08	0.9996792
mouse	0.0001205213	5.2489337e-08	0.99987936
mouse	7.0109025e-05	1.890994e-07	0.99992967
mouse	0.00013370565	2.384478e-07	0.999866
mouse	0.00015554357	2.5620437e-07	0.9998442
mouse	0.00014553842	2.49466e-07	0.9998542
mouse	8.8042725e-05	5.3393177e-07	0.9999114
mouse	8.461159e-05	1.9016577e-06	0.99991345
mouse	8.131173e-05	1.7444646e-06	0.9999169
mouse	8.585841e-05	1.8168321e-06	0.99991226
mouse	0.00023521087	2.6946762e-05	0.9997378
mouse	0.0005276219	1.0731511e-05	0.9994617
mouse	0.00044779867	6.9007756e-06	0.9995453
mouse	0.00046259307	7.4798204e-06	0.99952996
mouse	0.00044919862	6.8946283e-06	0.99954385
mouse	0.00082076364	5.8401045e-05	0.9991209
mouse	0.0033444876	1.4863367e-05	0.9966407
mouse	0.00358451	1.6145808e-05	0.9963993
mouse	0.0032723579	1.4627869e-05	0.99671304
mouse	0.0028261442	1.738754e-05	0.9971565
mouse	0.0031883402	2.287449e-05	0.99678886
mouse	0.003389585	3.524306e-05	0.9965752
mouse	0.0035116384	3.7139576e-05	0.99645126
mouse	0.0034910007	3.4572608e-05	0.99647444
mouse	0.0018314596	1.9532064e-05	0.99814904
mouse	0.0026403253	4.7047026e-05	0.9973126
mouse	0.0026269942	4.5377896e-05	0.99732757
mouse	0.0024583181	4.7635698e-05	0.9974941
mouse	0.0018447535	0.00013449998	0.99802077
mouse	0.0019295017	0.00013977203	0.99793077
mouse	0.0015635978	0.00025867164	0.99817777
mouse	0.0016738296	0.0002726236	0.99805355
mouse	0.0016688406	0.00026576928	0.9980654
mouse	0.0016645321	0.000113639464	0.9982218
mouse	0.001526744	9.680195e-05	0.9983765
mouse	0.0016359208	0.00011317523	0.9982509
mouse	0.0014401587	0.00011487142	0.998445
mouse	0.0015130944	0.00011395807	0.9983729
mouse	0.0006664088	6.250297e-05	0.9992711
mouse	0.00038441367	6.387929e-06	0.9996092
mouse	0.0003870443	6.458374e-06	0.99960655
mouse	0.00038052964	6.8318864e-06	0.9996126
mouse	0.0001939917	5.372335e-06	0.9998006
mouse	0.0001945582	7.895359e-06	0.9997975
mouse	0.00019385172	7.314157e-06	0.99979883
mouse	0.0001888369	7.624227e-06	0.9998036
mouse	0.00022887315	1.2805028e-06	0.99976987
mouse	0.00016702636	1.5819286e-06	0.9998313
mouse	0.00095325697	2.6144324e-05	0.9990206
mouse	0.00097518094	2.3794159e-05	0.9990011
mouse	0.0010331575	2.3739787e-05	0.99894315
mouse	0.0080411555	8.808698e-05	0.99187076
mouse	0.026490917	5.6358567e-05	0.9734527
mouse	0.025994034	6.3127736e-05	0.9739429
mouse	0.025879724	6.30508e-05	0.9740572
mouse	0.011988067	3.323388e-05	0.9879787
mouse	0.00943396	1.6133637e-05	0.99055
mouse	0.013043708	0.00011546781	0.98684084
mouse	0.013672006	0.00010976382	0.9862183
mouse	0.012872781	0.00011338756	0.9870139
mouse	0.028936716	0.00013030574	0.9709329
mouse	0.017159492	0.00017338595	0.98266715
mouse	0.018378595	0.00017906704	0.9814424
mouse	0.018753279	0.00016581581	0.98108095
mouse	0.028537316	0.00023782246	0.97122484
mouse	0.0051501	0.00043030042	0.99441963
mouse	0.0020713573	0.00027443722	0.99765426
mouse	0.0021519533	0.0002479556	0.99760014
mouse	0.0021120957	0.00025113276	0.9976368
mouse	0.0032112137	0.0002724533	0.99651635
mouse	0.003398879	0.0004918272	0.9961093
mouse	0.0030348066	0.0005071552	0.996458
mouse	0.0031152603	0.00046996944	0.9964148
mouse	0.0017760237	0.0010538178	0.99717015
mouse	0.0023577402	0.0018385921	0.99580365
mouse	0.0025226728	0.011649701	0.98582757
mouse	0.0026474681	0.011567961	0.9857846
mouse	0.0024765304	0.011929149	0.98559433
mouse	0.0020537807	0.017314842	0.98063135
mouse	0.0012514966	0.020442104	0.9783065
mouse	0.001217962	0.020328742	0.97845334
mouse	0.0012197659	0.020038113	0.9787421
mouse	0.0001830703	0.00040040226	0.9994166
mouse	0.00018319619	0.00021836108	0.99959844
mouse	0.00028586548	0.0002003183	0.99951386
mouse	0.00029323093	0.00023509288	0.9994717
mouse	0.00028655498	0.00020232717	0.9995111
mouse	0.00029786993	0.00016371359	0.9995384
mouse	0.0003091156	0.0007236669	0.9989672
mouse	0.00028355827	0.00084703637	0.99886936
mouse	0.0003086188	0.0008400057	0.9988514
mouse	0.00026529818	0.0021358465	0.9975988
mouse	0.00033735455	0.0022604237	0.9974023
mouse	0.00046813404	0.0036948123	0.9958371
mouse	0.00047576174	0.0036936328	0.9958306
mouse	0.00047143656	0.0037457382	0.99578285
mouse	0.0006167994	0.006983873	0.9923994
mouse	0.0010859059	0.0063436357	0.99257046
mouse	0.0010688833	0.0062133647	0.99271774
mouse	0.0010711859	0.0063711	0.99255764
mouse	0.0030466085	0.004516155	0.9924372
mouse	0.0010840419	0.00021875506	0.9986972
mouse	0.00063677935	0.00069740147	0.9986658
mouse	0.0006385355	0.0007619458	0.99859947
mouse	0.00062391395	0.00077897	0.9985971
mouse	0.00085814873	0.0022975877	0.9968443
mouse	0.00060742005	0.0023112567	0.99708134
mouse	0.0006135368	0.0022392536	0.99714726
mouse	0.00057740236	0.002535825	0.9968868
mouse	0.0009554829	0.0016103305	0.9974342
mouse	0.001345925	0.010644935	0.98800915
mouse	0.0015273353	0.011936046	0.9865367
mouse	0.0014851665	0.011345467	0.9871694
mouse	0.0015535355	0.011752171	0.9866942
mouse	0.001236076	0.002425311	0.9963386
mouse	0.0013333089	0.0016787581	0.996988
mouse	0.0012989988	0.0018216817	0.99687934
mouse	0.0013226136	0.0017933501	0.99688405
mouse	0.0025948628	0.00051961886	0.9968855
mouse	0.0024754382	0.0009778324	0.9965467
mouse	0.0013254592	0.00081388303	0.9978606
mouse	0.0012459978	0.0010188152	0.99773514
mouse	0.0012574089	0.000818708	0.99792385
mouse	0.0010048967	0.0010446075	0.9979505
mouse	0.0013233646	0.002349334	0.99632734
mouse	0.0012163724	0.0024283081	0.9963553
mouse	0.0012509782	0.002472046	0.9962769
mouse	0.0010029806	0.0038334732	0.99516356
mouse	0.0018766705	0.0013891828	0.99673414
mouse	0.0026025139	0.00064961414	0.99674785
mouse	0.0026587415	0.0007123567	0.99662894
mouse	0.0026014843	0.0006866177	0.99671185
mouse	0.0017052727	0.00065003807	0.9976447
mouse	0.0033797782	0.0010644305	0.9955558
mouse	0.0030305106	0.0010339689	0.99593556
mouse	0.003145402	0.0010794146	0.99577516
mouse	0.0039696987	0.001881879	0.9941484
mouse	0.00331081	0.0012128701	0.9954763
mouse	0.003350173	0.0010024122	0.9956474
mouse	0.004096793	0.0009490293	0.99495417
mouse	0.004203461	0.00094011566	0.99485636
mouse	0.0045714695	0.0007213713	0.99470717
mouse	0.0043490953	0.00054868637	0.99510217
mouse	0.0032870092	0.00036349802	0.99634945
mouse	0.0024600627	0.000444044	0.99709594
mouse	0.002610032	0.0005302101	0.9968598
mouse	0.0024787441	0.00051270553	0.9970086
mouse	0.0028517358	0.0009636618	0.99618465
mouse	0.0025036877	0.0012185533	0.99627775
mouse	0.0014457807	0.0023772058	0.99617696
mouse	0.0014775252	0.0024580325	0.9960645
mouse	0.0014306351	0.002513574	0.99605584
mouse	0.00065637956	0.0010717524	0.9982718
mouse	0.0005425602	0.00089058344	0.9985669
mouse	0.0005349262	0.0008644612	0.99860066
mouse	0.00054235436	0.0009104673	0.99854714
mouse	0.0006286104	0.0005153093	0.99885607
mouse	0.0005752602	0.00071089744	0.99871385
mouse	0.0005075303	0.00095245236	0.99854004
mouse	0.0005360952	0.0010032066	0.99846065
mouse	0.00048076332	0.000952251	0.99856704
mouse	0.00041638612	0.0005880214	0.9989956
mouse	0.00054726365	0.0005258187	0.99892694
mouse	0.0005325966	0.0005800406	0.99888736
mouse	0.0005578282	0.00058175536	0.9988605
mouse	0.00046457953	0.0004626869	0.9990727
mouse	0.0006362481	0.00035376791	0.99900997
mouse	0.0008385479	0.0002961519	0.99886537
mouse	0.0008181438	0.00030286325	0.998879
mouse	0.00081331516	0.00031577947	0.9988709
mouse	0.0009270077	0.00035108853	0.9987219
mouse	0.0008184051	0.00043272227	0.9987489
mouse	0.0008147349	0.00045268875	0.9987326
mouse	0.00082402275	0.00042913758	0.9987469
mouse	0.0010770928	0.0007330324	0.99818987
mouse	0.0013222727	0.0005019494	0.99817574
mouse	0.0012789017	0.0004072483	0.9983139
mouse	0.0013101135	0.00042897993	0.9982609
mouse	0.0014150419	0.00037503315	0.99820995
mouse	0.00086013286	0.00028187505	0.998858
mouse	0.00274078	0.00016378557	0.99709547
mouse	0.0028145863	0.000156481	0.997029
mouse	0.0028764184	0.00015324015	0.9969703
mouse	0.0074543725	0.00010959543	0.992436
mouse	0.010057222	0.00017864222	0.9897641
mouse	0.009197487	0.00026881468	0.9905337
mouse	0.00862866	0.00024059693	0.9911307
mouse	0.008847917	0.00022525476	0.99092686
mouse	0.018019956	0.00010837753	0.98187166
mouse	0.016524194	0.0003061675	0.9831697
mouse	0.016227774	0.00029987303	0.98347235
mouse	0.015648203	0.00033367026	0.98401815
mouse	0.0077227666	0.00032132075	0.9919559
mouse	0.0042380593	0.0009258003	0.9948362
mouse	0.0015535951	0.0009058355	0.9975406
mouse	0.0015452458	0.0010891174	0.99736565
mouse	0.0014243809	0.0010524408	0.9975231
mouse	0.00046947293	0.00018024209	0.99935025
mouse	0.00038203312	0.0001204569	0.99949753
mouse	0.00036499405	0.00014713658	0.9994879
mouse	0.00037418245	0.00012488554	0.9995009
mouse	0.00034786898	0.0011079016	0.9985442
mouse	0.0002904773	0.0013631241	0.99834645
mouse	0.0002822802	0.0009454332	0.9987723
mouse	0.00028879932	0.0008646777	0.99884653
mouse	0.00027981715	0.0008360794	0.99888414
mouse	0.00027017144	0.000600527	0.99912935
mouse	0.00033989895	0.00040085308	0.9992593
mouse	0.00036329523	0.00035602495	0.99928075
mouse	0.00035334512	0.00034692677	0.99929976
mouse	0.00035348546	0.0003311947	0.9993154
mouse	0.00041206842	0.00045925516	0.99912864
mouse	0.00044035842	0.00034757185	0.999212
mouse	0.00042415928	0.00034485647	0.999231
mouse	0.00041831582	0.00032413262	0.9992575
mouse	0.0005818653	0.0009240823	0.998494
mouse	0.0010291896	0.0018716365	0.99709916
mouse	0.0010520152	0.0020056274	0.99694234
mouse	0.0011155441	0.0018732328	0.9970112
mouse	0.0011579723	0.0008363541	0.9980057
mouse	0.0007402721	0.00048776463	0.99877197
mouse	0.00090092176	0.00015290413	0.99894625
mouse	0.00087642646	0.00014467651	0.998979
mouse	0.00089803385	0.00015398335	0.99894804
mouse	0.0005852209	5.0660565e-05	0.9993641
mouse	0.0006724203	0.000103199265	0.9992244
mouse	0.0007189544	0.000103380706	0.99917763
mouse	0.00069899496	9.681654e-05	0.9992042
mouse	0.00094359525	7.0234244e-05	0.9989862
mouse	0.0013230434	6.556439e-05	0.99861133
mouse	0.0015224892	0.00023216073	0.99824536
mouse	0.0016150665	0.0002623963	0.9981225
mouse	0.0015603162	0.00023621265	0.9982035
mouse	0.0032071755	0.0003885071	0.9964043
mouse	0.007304523	0.00018045148	0.992515
mouse	0.006461299	0.00019310517	0.9933456
mouse	0.0062943	0.00017103726	0.9935347
mouse	0.009468763	0.0001042333	0.990427
mouse	0.008363382	8.425071e-05	0.9915523
mouse	0.012673168	9.931084e-05	0.98722744
mouse	0.0117712775	9.580435e-05	0.9881329
mouse	0.012108967	0.0001007653	0.9877902
mouse	0.016900944	4.9041784e-05	0.98305005
mouse	0.014305258	0.000108173044	0.9855865
mouse	0.01317007	0.0001040728	0.9867258
mouse	0.014088703	0.00011402559	0.9857972
mouse	0.0038127655	0.00018013321	0.99600714
mouse	0.0029054282	0.00012879173	0.9969658
mouse	0.0031159031	0.0013001943	0.99558395
mouse	0.003145187	0.0015540336	0.99530077
mouse	0.0030329735	0.0014076632	0.99555933
mouse	0.0099058235	0.0011249218	0.9889692
mouse	0.030957026	0.008668542	0.96037436
mouse	0.032776188	0.009427562	0.9577962
mouse	0.027534738	0.0070933187	0.9653719
mouse	0.026377873	0.039524853	0.93409723
mouse	0.02653488	0.11381287	0.8596523
mouse	0.024634866	0.019732077	0.95563304
mouse	0.025078133	0.020003347	0.95491856
mouse	0.0256324	0.020665478	0.9537021
mouse	0.009906679	0.00382054	0.98627275
mouse	0.010723969	0.0010950221	0.988181
mouse	0.0118920775	0.0012129288	0.98689497
mouse	0.011564667	0.0012160843	0.9872192
mouse	0.011500133	0.00042563403	0.98807424
mouse	0.015703825	0.0003084676	0.9839877
mouse	0.012807369	0.00015124885	0.98704135
mouse	0.011519624	0.00014917235	0.98833114
mouse	0.014158149	0.00016929845	0.9856726
mouse	0.014550018	0.00012743422	0.9853226
mouse	0.019481357	0.00029918572	0.9802194
mouse	0.019286424	0.00029107748	0.98042256
mouse	0.020783134	0.0002576421	0.97895926
mouse	0.011953278	0.0001380117	0.98790866
mouse	0.010988356	8.2203245e-05	0.98892945
mouse	0.019538663	4.0906423e-05	0.9804205
mouse	0.018307671	4.319756e-05	0.9816491
mouse	0.017936246	4.0485207e-05	0.9820233
mouse	0.0076820613	1.6677477e-05	0.9923012
mouse	0.008914847	2.3990495e-05	0.99106115
mouse	0.00895395	2.616457e-05	0.9910199
mouse	0.008571037	2.494007e-05	0.99140394
mouse	0.006260047	1.7491266e-05	0.9937225
mouse	0.003957314	7.335536e-06	0.9960354
mouse	0.0026944526	2.1706106e-05	0.9972838
mouse	0.0025359108	2.1839089e-05	0.99744225
mouse	0.002745409	2.2119662e-05	0.9972325
mouse	0.0019257911	1.2960098e-05	0.99806124
mouse	0.0013213702	3.8551552e-06	0.99867475
mouse	0.0013100826	3.5946343e-06	0.9986864
mouse	0.0012345368	4.248332e-06	0.9987612
mouse	0.0012621414	3.1547033e-06	0.99873465
mouse	0.0012086103	1.746116e-05	0.9987739
mouse	0.0008605531	1.7830938e-05	0.9991216
mouse	0.00081400125	1.670485e-05	0.99916935
mouse	0.0009213797	1.4758131e-05	0.9990639
mouse	0.00059274136	9.533986e-06	0.99939775
