/home/graham/Projects/GitTests/OpenField/TestSampleData/sampleVid.mp4
parse	hand	none	mouse
mouse	0.00041899644	6.8407376e-06	0.9995741
mouse	0.00042021504	7.27496e-06	0.99957246
mouse	0.00042427325	7.0981587e-06	0.99956864
mouse	0.0006266554	2.5708481e-05	0.9993476
mouse	0.0009794502	4.417636e-05	0.99897635
mouse	0.0015876811	9.254933e-05	0.9983197
mouse	0.001500029	0.00010096861	0.99839896
mouse	0.0015014408	0.00011064053	0.99838793
mouse	0.00083499146	0.00022976768	0.9989353
mouse	0.0005662781	0.00058329164	0.99885046
mouse	0.00053267204	0.0005652768	0.9989021
mouse	0.00059179694	0.0006830975	0.9987251
mouse	0.00018573717	0.00039116753	0.99942315
mouse	0.00010388595	0.00014828036	0.9997478
mouse	0.00013614052	0.00021653932	0.99964726
mouse	0.00014109771	0.0002216052	0.99963725
mouse	0.0001363999	0.00022595341	0.9996376
mouse	0.00021258624	0.00010154808	0.9996859
mouse	0.00022447242	0.00042151162	0.99935406
mouse	0.00023326406	0.0004007296	0.999366
mouse	0.00021693044	0.00041878546	0.9993643
mouse	0.00017784338	2.4265215e-05	0.9997979
mouse	0.00052256376	0.00012843352	0.99934894
mouse	0.00048036687	0.0007450292	0.9987746
mouse	0.00048446946	0.00072626356	0.99878925
mouse	0.00046742443	0.0006934233	0.9988392
mouse	0.00046839018	0.00045398972	0.99907756
mouse	0.00059300393	0.00015267657	0.9992543
mouse	0.0005596988	0.00017663864	0.9992637
mouse	0.0006059502	0.00014086944	0.9992532
mouse	0.0006081852	0.00012484797	0.9992669
mouse	0.0006600958	0.0001289998	0.99921083
mouse	0.00064716354	0.000114339484	0.9992385
mouse	0.0006270122	0.00011830023	0.99925464
mouse	0.0006121993	0.00012596423	0.9992618
mouse	0.0005569708	0.00010865293	0.9993344
mouse	0.0004866297	0.0001161253	0.9993973
mouse	0.00047369546	0.00012266454	0.9994036
mouse	0.0004772776	0.00011851071	0.9994042
mouse	0.00051225943	0.00015811698	0.9993297
mouse	0.000776925	0.000101486505	0.9991216
mouse	0.0006840918	0.00011951562	0.99919635
mouse	0.00072619837	0.00011845793	0.9991554
mouse	0.0006707837	0.00012831914	0.9992009
mouse	0.0007450946	5.7227273e-05	0.99919766
mouse	0.0007336157	4.0648207e-05	0.99922574
mouse	0.00074400386	4.750752e-05	0.9992085
mouse	0.00072657265	4.199928e-05	0.99923146
mouse	0.0012980873	7.368607e-05	0.99862826
mouse	0.0008611946	0.0005118133	0.99862707
mouse	0.00044085446	0.0004585965	0.99910057
mouse	0.00041530162	0.0004586832	0.999126
mouse	0.00043828672	0.00046328918	0.9990984
mouse	0.0002660184	0.00010118589	0.99963284
mouse	0.00034948616	0.00012371829	0.99952686
mouse	0.00034153945	0.00012974803	0.99952877
mouse	0.00034096115	0.00012357961	0.99953544
mouse	0.00046498002	0.00014171093	0.99939334
mouse	0.00043094045	0.00012711828	0.9994419
mouse	0.00033849187	2.466293e-05	0.9996369
mouse	0.0003270832	2.5548208e-05	0.9996474
mouse	0.00034337677	2.6637494e-05	0.99963
mouse	0.00031815912	5.506366e-05	0.99962676
mouse	0.00023373555	0.000116891686	0.9996494
mouse	0.00024013774	0.00011805242	0.9996418
mouse	0.0002370835	9.747162e-05	0.9996655
mouse	0.00017333541	0.00013557175	0.9996911
mouse	0.00017044885	8.886095e-05	0.99974066
mouse	0.000198977	0.00012681456	0.9996742
mouse	0.00018663896	0.00012640975	0.99968696
mouse	0.0002011931	0.00012656205	0.9996723
mouse	0.00022835091	0.00013272319	0.9996389
mouse	0.000200143	0.00014974986	0.9996501
mouse	0.00020845684	0.00014906138	0.9996425
mouse	0.00021000051	0.00014817303	0.9996418
mouse	0.00018801267	0.00012652946	0.9996855
mouse	0.00029594876	0.00019030816	0.99951375
mouse	0.00026057728	7.883072e-05	0.9996606
mouse	0.00024224662	7.475734e-05	0.999683
mouse	0.00025812344	7.849987e-05	0.99966335
mouse	0.00042144	0.00013225985	0.99944633
mouse	0.0007684115	0.00018728702	0.99904424
mouse	0.0007786549	0.00020583757	0.99901545
mouse	0.0007176229	0.00019265231	0.9990897
mouse	0.0023956615	0.0005507035	0.9970536
mouse	0.008821132	0.00027247518	0.99090636
mouse	0.0109174885	0.0010909896	0.9879915
mouse	0.012515179	0.0010505186	0.98643434
mouse	0.01162537	0.0010588305	0.9873158
mouse	0.03096752	0.001713463	0.967319
mouse	0.015719542	0.0007163552	0.98356414
mouse	0.016466772	0.00069459627	0.9828386
mouse	0.017272817	0.0007155813	0.98201156
mouse	0.014495899	0.0006201708	0.9848839
mouse	0.012484952	0.00042197152	0.98709303
mouse	0.008125112	0.00035694658	0.99151796
mouse	0.008562158	0.00028836183	0.9911494
mouse	0.008449778	0.00030009905	0.99125016
mouse	0.005629188	0.00020089737	0.99416995
mouse	0.005508083	0.000361686	0.9941302
mouse	0.0052918643	0.00040282228	0.9943053
mouse	0.004681653	0.00032663308	0.9949917
mouse	0.007100563	0.00075331243	0.9921461
mouse	0.008370291	0.001795219	0.98983455
mouse	0.002701157	0.0019828991	0.9953159
mouse	0.0026557196	0.0019691829	0.9953751
mouse	0.002605063	0.0019864112	0.9954085
mouse	0.0028931776	0.0035485548	0.9935582
mouse	0.0033575953	0.0033563883	0.99328595
mouse	0.003482554	0.0030316254	0.99348587
mouse	0.0034417564	0.0029402175	0.993618
mouse	0.0047420594	0.003715168	0.9915428
mouse	0.0059500546	0.0038639617	0.990186
mouse	0.0029473647	0.0011275422	0.99592507
mouse	0.0028265477	0.0010697832	0.99610364
mouse	0.0028006986	0.0010034983	0.9961958
mouse	0.0020015172	0.00029679647	0.9977017
mouse	0.00165657	0.00017323715	0.99817014
mouse	0.0015434207	0.00019287434	0.9982638
mouse	0.0014613327	0.00017894218	0.99835974
mouse	0.0021940903	3.065953e-05	0.99777526
mouse	0.0013781518	1.0035412e-05	0.9986118
mouse	0.0025724603	7.1917257e-06	0.9974203
mouse	0.0026903967	6.2998083e-06	0.99730325
mouse	0.002542506	5.753304e-06	0.9974517
mouse	0.0037655248	8.528102e-06	0.99622595
mouse	0.0034656604	1.1027471e-05	0.9965233
mouse	0.0038925593	1.0908843e-05	0.99609655
mouse	0.0036519223	1.1543291e-05	0.9963366
mouse	0.0014939444	1.8609237e-05	0.9984875
mouse	0.0010077204	2.558297e-05	0.9989667
mouse	0.001018578	2.1032889e-05	0.9989604
mouse	0.00051503803	1.7364002e-05	0.9994677
mouse	0.00053495605	1.5936906e-05	0.9994491
mouse	0.00055068557	2.3403376e-05	0.9994259
mouse	0.00054388586	2.260259e-05	0.99943346
mouse	0.0003383824	0.00011924728	0.99954236
mouse	0.00068724	0.0006418152	0.99867094
mouse	0.00061160774	0.0010160165	0.9983724
mouse	0.0006540589	0.0010169435	0.998329
mouse	0.00058519194	0.00087523425	0.99853957
mouse	0.0003939368	0.00082789134	0.99877816
mouse	0.00021954466	0.00033626694	0.9994442
mouse	0.00021177616	0.00031518526	0.99947304
mouse	0.000218607	0.00029041537	0.999491
mouse	0.00019802852	0.00013949386	0.9996625
mouse	0.0002985689	7.465454e-05	0.99962676
mouse	0.00029179355	8.077531e-05	0.9996275
mouse	0.00029186084	9.2330476e-05	0.9996158
mouse	0.00060069404	9.600852e-05	0.99930334
mouse	0.0008168944	5.6871297e-05	0.99912626
mouse	0.00080557715	5.2886513e-05	0.99914145
mouse	0.00075877085	5.1594372e-05	0.9991897
mouse	0.00075814733	4.6968988e-05	0.9991949
mouse	0.001005853	5.6921028e-05	0.9989372
mouse	0.0008852905	2.0646592e-05	0.9990941
mouse	0.00097172515	2.4292953e-05	0.99900395
mouse	0.00090638647	2.1090913e-05	0.99907255
mouse	0.0007863706	1.359895e-05	0.99920005
mouse	0.0008432694	1.3089023e-05	0.9991436
mouse	0.0007187093	0.00013994171	0.99914134
mouse	0.000668922	0.00012950003	0.9992016
mouse	0.0006632206	0.000121001525	0.9992157
mouse	0.0010500059	0.00074067333	0.99820936
mouse	0.0012198007	0.0007247717	0.99805546
mouse	0.0012571592	0.00071694364	0.9980259
mouse	0.0012221248	0.00068487023	0.99809295
mouse	0.001230835	0.0005049762	0.99826425
mouse	0.000986541	0.00025524767	0.9987582
mouse	0.0005587419	0.00013011291	0.9993111
mouse	0.0006128834	0.00011425164	0.9992729
mouse	0.0006359287	0.00011725741	0.99924684
mouse	0.000910995	0.000340326	0.99874866
mouse	0.00090860296	0.00049499696	0.9985964
mouse	0.0008345337	0.0005407954	0.9986247
mouse	0.00078652916	0.0006012422	0.99861217
mouse	0.00074143475	0.000722726	0.9985359
mouse	0.0010076329	0.00075810857	0.9982343
mouse	0.0011835503	0.0008521136	0.9979644
mouse	0.0010598538	0.0007444987	0.9981957
mouse	0.0010681837	0.00077887304	0.9981529
mouse	0.0013766545	0.0005454563	0.99807787
mouse	0.0014232508	0.0009974384	0.9975794
mouse	0.0014122633	0.00097173185	0.99761605
mouse	0.0014316562	0.0009861541	0.9975822
mouse	0.0014368575	0.0011653228	0.9973978
mouse	0.0014643456	0.0016879101	0.9968477
mouse	0.0014963539	0.0010665572	0.9974371
mouse	0.0015634086	0.0012496228	0.99718696
mouse	0.0016254635	0.001364602	0.9970099
mouse	0.0019722164	0.0020675375	0.9959603
mouse	0.0029443577	0.0042279977	0.9928276
mouse	0.0029815738	0.004380881	0.9926375
mouse	0.0028826979	0.004513316	0.99260396
mouse	0.0023960536	0.0051375222	0.9924664
mouse	0.0021937087	0.0010214514	0.9967848
mouse	0.0013664596	0.0008014373	0.9978321
mouse	0.0013127206	0.0007299711	0.99795735
mouse	0.0013966149	0.0007355581	0.9978678
mouse	0.00042119098	0.00045247676	0.9991264
mouse	0.0006158805	0.00045515716	0.99892896
mouse	0.0006365933	0.0004640794	0.99889934
mouse	0.00063197286	0.00048051417	0.9988875
mouse	0.00073267403	0.0002587998	0.9990086
mouse	0.00047814872	0.0001786798	0.9993432
mouse	0.0007044261	0.00054976763	0.9987458
mouse	0.0006866712	0.0005188115	0.99879444
mouse	0.0006885221	0.0005468532	0.99876463
mouse	0.0009269812	0.0002738917	0.9987991
mouse	0.0034603376	0.00042895536	0.99611074
mouse	0.0039372016	0.00048689984	0.9955759
mouse	0.003679916	0.000457281	0.9958627
mouse	0.0031499073	0.00022486148	0.9966253
mouse	0.0033775656	0.00070212514	0.9959203
mouse	0.0010881327	0.00020263041	0.9987092
mouse	0.001077932	0.00020943228	0.99871266
mouse	0.0010774734	0.00021521834	0.9987073
mouse	0.0011172164	0.0003003561	0.9985825
mouse	0.0009965574	0.00032612073	0.9986773
mouse	0.001014871	0.00031826613	0.9986669
mouse	0.0010102259	0.00031137984	0.9986784
mouse	0.0009721463	0.00031028458	0.99871755
mouse	0.0007438515	0.00021955979	0.99903667
mouse	0.00073769916	0.00037680412	0.99888545
mouse	0.00076974055	0.00038212238	0.9988481
mouse	0.00071505556	0.00039589911	0.998889
mouse	0.00092847826	0.0004624643	0.9986091
mouse	0.0010882232	0.0017399485	0.9971718
mouse	0.001103501	0.0016236138	0.9972729
mouse	0.0010627718	0.001659836	0.99727744
mouse	0.0010816872	0.0028710733	0.9960472
mouse	0.0013506884	0.005016048	0.9936333
mouse	0.0017326006	0.003916536	0.9943508
mouse	0.0017351201	0.0039029906	0.9943619
mouse	0.0017624354	0.0040295064	0.9942081
mouse	0.00076152483	0.0014466956	0.99779177
mouse	0.00036236199	4.4277138e-05	0.9995933
mouse	0.00035236962	3.9427483e-05	0.9996082
mouse	0.00035469505	3.7883834e-05	0.9996075
mouse	0.00085396523	5.661206e-05	0.9990895
mouse	0.00068669795	6.5841385e-05	0.99924743
mouse	0.0012835033	0.00017676991	0.9985397
mouse	0.0013056985	0.00021340694	0.99848086
mouse	0.0012865339	0.00017708215	0.99853635
mouse	0.00062590453	4.9977803e-05	0.9993241
mouse	0.00021076124	9.466278e-06	0.99977976
mouse	0.00021901191	1.0249832e-05	0.9997707
mouse	0.0002167869	1.0073026e-05	0.9997732
mouse	0.00010252446	1.5483174e-07	0.99989736
mouse	0.00032415596	3.145522e-07	0.9996755
mouse	0.00015273217	1.3615622e-07	0.99984705
mouse	0.00015405192	1.4191066e-07	0.99984574
mouse	0.00016089597	1.406191e-07	0.99983895
mouse	0.00021998014	1.3719053e-05	0.9997663
mouse	0.00035330997	0.00015421116	0.9994924
mouse	0.00034739324	0.00015649358	0.9994961
mouse	0.0003530418	0.0001588829	0.999488
mouse	0.0003120245	0.00011331243	0.9995746
mouse	0.00021664979	7.636676e-06	0.9997757
mouse	0.00026274737	3.4177447e-05	0.999703
mouse	0.00024791306	3.1926043e-05	0.99972016
mouse	0.00028411267	2.9648787e-05	0.99968624
mouse	8.749126e-05	1.6418884e-06	0.99991083
mouse	9.198475e-05	5.9186973e-06	0.9999021
mouse	8.52918e-05	5.971948e-06	0.9999087
mouse	9.461621e-05	5.936386e-06	0.9998994
mouse	0.000674016	1.0742027e-06	0.9993249
mouse	0.0055960813	2.6352502e-05	0.99437755
mouse	0.0006415787	2.412951e-08	0.99935836
mouse	0.0006437338	2.4768477e-08	0.9993562
mouse	0.00063948485	2.7649172e-08	0.9993605
mouse	0.0027052828	2.7964862e-07	0.9972945
mouse	0.005046521	4.0889876e-07	0.9949531
mouse	0.005145391	4.1058834e-07	0.9948543
mouse	0.0050206142	4.0410342e-07	0.99497896
mouse	0.0064141573	9.2734683e-07	0.99358493
mouse	0.0030073107	5.7035265e-07	0.9969921
mouse	0.004279456	2.4174878e-06	0.9957182
mouse	0.0048470628	2.4199535e-06	0.99515045
mouse	0.0051433044	2.3124194e-06	0.9948544
mouse	0.0034989605	0.0001731732	0.9963278
mouse	0.0006045341	3.4992718e-06	0.9993919
mouse	0.0006347124	3.6017232e-06	0.9993617
mouse	0.00065814564	3.6422555e-06	0.9993382
mouse	0.00031488936	9.792142e-06	0.9996753
mouse	0.0003177284	1.596676e-06	0.99968064
mouse	0.000359692	1.7637072e-07	0.9996401
mouse	0.0003446198	1.5446686e-07	0.99965525
mouse	0.00035141225	1.8533828e-07	0.99964845
mouse	0.0013204193	3.320662e-07	0.9986792
mouse	0.0008289077	4.4219352e-05	0.99912685
mouse	0.00088863366	4.886993e-05	0.9990625
mouse	0.0008667246	5.2154734e-05	0.99908113
mouse	0.000906083	0.0003629477	0.99873096
mouse	0.0007180209	0.00080588023	0.9984761
mouse	0.00095677795	0.00036464632	0.9986785
mouse	0.0010092118	0.0003754382	0.9986154
mouse	0.0009354567	0.00040624136	0.9986583
mouse	0.0010414063	0.0001301342	0.9988285
mouse	0.0006349739	0.00012824826	0.9992368
mouse	0.00061712385	0.00013878924	0.9992441
mouse	0.00060205656	0.0001229169	0.999275
mouse	0.0005460698	2.381916e-05	0.9994301
mouse	0.0008571243	5.499237e-05	0.9990879
mouse	0.00060171855	1.7812135e-05	0.99938047
mouse	0.0006396807	1.725588e-05	0.9993431
mouse	0.0005760621	1.7208775e-05	0.9994067
mouse	0.00043413206	9.197923e-06	0.9995566
mouse	0.00048990455	7.1254044e-06	0.999503
mouse	0.0004784272	7.259242e-06	0.99951434
mouse	0.0004884963	7.030537e-06	0.99950445
mouse	0.0004109581	1.3112069e-05	0.9995759
mouse	0.000116072406	1.162374e-05	0.9998723
mouse	0.00014097044	3.8114922e-05	0.9998209
mouse	0.00014181572	3.6747886e-05	0.9998215
mouse	0.00013056227	3.4818113e-05	0.99983454
mouse	6.412586e-05	8.099835e-06	0.99992776
mouse	5.7724297e-05	7.1040536e-06	0.99993515
mouse	6.362601e-05	7.2309695e-06	0.9999292
mouse	5.6401543e-05	7.2597863e-06	0.99993634
mouse	0.00016233826	9.3373834e-05	0.99974424
mouse	8.139717e-05	5.7719346e-05	0.9998609
mouse	8.592232e-05	7.005476e-05	0.99984396
mouse	9.305342e-05	8.012295e-05	0.99982685
mouse	9.3105504e-05	7.5542644e-05	0.9998313
mouse	6.698964e-05	6.388722e-05	0.9998691
mouse	4.0594678e-05	2.0394287e-05	0.99993896
mouse	4.296682e-05	1.9051144e-05	0.999938
mouse	4.399658e-05	1.6894339e-05	0.9999391
mouse	3.7759906e-05	6.607944e-06	0.99995565
mouse	3.2758853e-05	7.811371e-06	0.99995947
mouse	4.283185e-05	1.1637836e-05	0.9999455
mouse	4.7409758e-05	1.19033575e-05	0.99994063
mouse	4.6765606e-05	1.1251202e-05	0.99994195
mouse	0.00016178681	3.2012274e-05	0.9998062
mouse	0.00029816898	7.7359175e-05	0.9996245
mouse	0.00029737983	8.752462e-05	0.9996151
mouse	0.00028149367	8.8295994e-05	0.9996302
mouse	0.00073846173	0.00013661991	0.99912494
mouse	0.0002583186	2.4402445e-05	0.9997173
mouse	0.00031889553	6.54937e-05	0.99961555
mouse	0.00031983573	6.857289e-05	0.9996117
mouse	0.00030992817	6.547219e-05	0.9996246
mouse	0.000143372	1.5611902e-05	0.999841
mouse	0.00042634318	3.143172e-05	0.99954224
mouse	0.0004139006	3.441675e-05	0.9995517
mouse	0.00042192062	3.497344e-05	0.9995432
mouse	0.0005318156	1.0788786e-05	0.9994574
mouse	0.0002879576	5.4124694e-06	0.99970657
mouse	0.0004907632	3.5988e-05	0.9994733
mouse	0.0004888766	3.2513737e-05	0.99947864
mouse	0.00055336946	4.1652336e-05	0.999405
mouse	0.00050983136	3.756521e-05	0.99945265
mouse	0.00051736156	7.959782e-06	0.9994747
mouse	0.00062657485	7.625469e-06	0.99936587
mouse	0.0005861807	8.076174e-06	0.99940574
mouse	0.00016850859	2.660959e-06	0.9998288
mouse	0.00017230895	3.923643e-06	0.99982375
mouse	0.00014852158	3.1537904e-06	0.99984825
mouse	0.00014016303	2.6656317e-06	0.9998572
mouse	0.00014963579	2.9062478e-06	0.9998474
mouse	0.000277511	1.0844683e-05	0.9997116
mouse	0.00026640928	6.731254e-06	0.99972683
mouse	0.00027802386	7.4039567e-06	0.99971455
mouse	0.00027668552	7.682879e-06	0.9997156
mouse	0.00019983102	4.9154414e-06	0.99979526
mouse	0.00046639633	4.4416818e-05	0.9994892
mouse	0.00010939664	9.111002e-06	0.9998815
mouse	0.00010043293	8.241813e-06	0.9998913
mouse	9.7546064e-05	9.4443e-06	0.99989295
mouse	0.00015475537	4.0037644e-06	0.9998412
mouse	9.596239e-05	1.1172751e-07	0.9999039
mouse	0.000114622846	1.16416835e-07	0.9998852
mouse	0.00010090798	1.3342361e-07	0.9998989
mouse	9.84811e-06	2.0431752e-09	0.9999901
mouse	1.902889e-06	1.6959019e-09	0.9999981
mouse	2.7430942e-06	2.0360862e-09	0.99999726
mouse	2.4618766e-06	2.2713147e-09	0.9999975
mouse	2.4396197e-06	2.097108e-09	0.9999976
mouse	2.1876435e-06	1.117737e-09	0.99999785
mouse	6.091126e-07	9.840093e-09	0.9999994
mouse	6.153641e-07	8.854704e-09	0.9999994
mouse	6.252508e-07	9.009564e-09	0.9999994
mouse	2.0354246e-06	5.7585854e-08	0.99999785
mouse	1.871945e-06	8.0613074e-07	0.9999974
mouse	3.5744674e-06	2.8191573e-06	0.99999356
mouse	3.6264757e-06	2.9097425e-06	0.99999344
mouse	3.451674e-06	2.863176e-06	0.9999937
mouse	7.4044483e-06	4.7667045e-06	0.99998784
mouse	7.1538007e-06	5.006308e-06	0.99998784
mouse	6.591449e-06	5.1080124e-06	0.9999883
mouse	1.217113e-05	8.265613e-06	0.9999796
mouse	1.2299265e-05	8.591874e-06	0.99997914
mouse	1.1754255e-05	8.036946e-06	0.9999802
mouse	1.3918956e-05	1.0145657e-05	0.9999759
mouse	2.013042e-05	1.3646771e-05	0.99996626
mouse	4.5636476e-05	1.9899187e-05	0.99993443
mouse	4.6891146e-05	2.0544858e-05	0.9999325
mouse	4.4773144e-05	1.9470865e-05	0.99993575
mouse	9.462466e-05	6.637795e-05	0.99983895
mouse	0.00010518498	3.7885195e-05	0.99985695
mouse	0.00010487338	4.0918065e-05	0.9998542
mouse	0.00010203377	4.0161656e-05	0.9998578
mouse	9.749602e-05	2.6677453e-05	0.9998758
mouse	7.087925e-05	1.0923203e-05	0.9999182
mouse	8.286351e-05	1.3861133e-05	0.9999033
mouse	9.096309e-05	1.5039552e-05	0.999894
mouse	8.208735e-05	1.1760707e-05	0.9999062
mouse	0.00011043092	1.7435641e-05	0.9998721
mouse	0.00029269676	9.2409406e-05	0.99961483
mouse	0.0002959471	9.5915435e-05	0.9996082
mouse	0.00028515302	0.00010730771	0.9996076
mouse	0.00014760953	0.00012508692	0.9997273
mouse	4.497485e-05	6.184833e-05	0.9998932
mouse	8.551971e-06	1.3376813e-05	0.99997807
mouse	8.823841e-06	1.34383245e-05	0.9999777
mouse	8.7278995e-06	1.31786965e-05	0.99997807
mouse	7.0987903e-06	3.5420894e-06	0.9999894
mouse	5.1303477e-06	1.7084736e-06	0.9999932
mouse	5.2728665e-06	1.7752845e-06	0.99999297
mouse	4.86998e-06	1.7447012e-06	0.99999344
mouse	7.748373e-06	3.25595e-06	0.99998903
mouse	7.772084e-06	3.369722e-07	0.9999919
mouse	1.0962304e-05	3.4311884e-07	0.9999887
mouse	1.1930672e-05	3.4100142e-07	0.9999877
mouse	9.919498e-06	3.0475599e-07	0.99998975
mouse	9.794251e-06	4.2089027e-07	0.99998975
mouse	1.0254997e-05	4.3617555e-07	0.9999893
mouse	1.1157436e-05	4.3661302e-07	0.99998844
mouse	1.0151147e-05	3.8049544e-07	0.9999895
mouse	8.821769e-06	3.805137e-07	0.9999908
mouse	6.9407474e-06	5.077782e-07	0.9999926
mouse	7.3956303e-06	4.5184078e-07	0.99999213
mouse	6.6703224e-06	4.5938657e-07	0.99999285
mouse	7.3850865e-06	4.6627622e-07	0.99999213
mouse	4.857694e-06	4.4155442e-07	0.99999475
mouse	2.7098988e-06	6.7833133e-07	0.99999666
mouse	3.0044907e-06	6.7410707e-07	0.9999963
mouse	2.9697705e-06	7.2741e-07	0.9999963
mouse	7.027761e-06	6.146364e-06	0.99998677
mouse	2.470309e-05	2.5624659e-05	0.9999497
mouse	3.3162025e-05	4.5177363e-05	0.9999217
mouse	3.4242494e-05	5.3153948e-05	0.9999126
mouse	3.1137897e-05	4.912143e-05	0.9999198
mouse	4.8429436e-05	6.973799e-05	0.99988186
mouse	5.2851257e-05	8.810984e-05	0.999859
mouse	5.5096283e-05	0.00011405594	0.99983084
mouse	5.80525e-05	0.00012977852	0.9998122
mouse	4.1296767e-05	4.047018e-05	0.9999182
mouse	6.941676e-05	5.547698e-05	0.99987507
mouse	5.4454813e-05	2.203386e-05	0.99992347
mouse	4.944242e-05	1.952354e-05	0.999931
mouse	5.1872485e-05	2.15586e-05	0.99992657
mouse	5.0839797e-05	1.855169e-05	0.9999306
mouse	4.113844e-05	2.142201e-05	0.9999374
mouse	4.016827e-05	2.033095e-05	0.99993944
mouse	4.1586667e-05	2.1043565e-05	0.9999374
mouse	6.5115084e-05	1.7454215e-05	0.9999174
mouse	1.7521237e-05	1.4223821e-06	0.99998105
mouse	2.2793552e-05	1.2378413e-06	0.9999759
mouse	2.1684422e-05	1.2201496e-06	0.9999771
mouse	2.1047703e-05	1.4132651e-06	0.9999776
mouse	3.2805656e-05	6.6470493e-06	0.99996054
mouse	1.4552e-05	2.6498458e-06	0.99998283
mouse	1.3805497e-05	2.1238757e-06	0.999984
mouse	1.3774745e-05	2.4249493e-06	0.9999838
mouse	2.0796975e-05	1.4800438e-05	0.99996436
mouse	1.323473e-05	5.9634317e-06	0.9999808
mouse	1.9772337e-05	9.167655e-06	0.99997103
mouse	1.9847648e-05	9.7076445e-06	0.99997044
mouse	1.9087181e-05	8.969038e-06	0.999972
mouse	3.2881457e-05	1.4169827e-05	0.9999529
mouse	2.2601012e-05	1.1123753e-05	0.99996626
mouse	2.311029e-05	1.0051867e-05	0.99996686
mouse	2.3205544e-05	1.0780985e-05	0.999966
mouse	2.0964739e-05	9.357127e-06	0.9999697
mouse	6.5620034e-06	1.0633103e-06	0.9999924
mouse	8.14264e-06	2.3674183e-06	0.9999895
mouse	8.615987e-06	2.9386918e-06	0.99998844
mouse	9.3358185e-06	2.6004216e-06	0.9999881
mouse	1.5406897e-05	9.55171e-06	0.9999751
mouse	2.3267752e-05	1.7255557e-05	0.99995947
mouse	2.2810435e-05	2.0072588e-05	0.9999571
mouse	2.401622e-05	2.0234509e-05	0.9999558
mouse	1.689355e-05	9.745678e-06	0.9999734
mouse	1.5554646e-05	6.731531e-06	0.9999777
mouse	1.7474727e-05	4.444348e-06	0.99997807
mouse	1.7902708e-05	4.418512e-06	0.9999777
mouse	1.7001836e-05	4.124675e-06	0.9999789
mouse	1.3871495e-05	2.2516356e-06	0.9999839
mouse	1.822927e-05	1.5914286e-06	0.9999802
mouse	1.7599323e-05	1.5552373e-06	0.9999808
mouse	1.8120267e-05	1.5242176e-06	0.99998033
mouse	1.7952316e-05	1.9456554e-06	0.9999801
mouse	1.3596292e-05	9.864847e-07	0.99998546
mouse	1.5204331e-05	1.9271697e-06	0.99998283
mouse	1.4253825e-05	1.8782822e-06	0.9999839
mouse	1.3403275e-05	1.6430581e-06	0.999985
mouse	1.1924903e-05	1.4782775e-06	0.99998665
mouse	1.1118666e-05	1.2277893e-06	0.9999876
mouse	1.1255986e-05	1.2728085e-06	0.9999875
mouse	9.577544e-06	9.556763e-07	0.9999895
mouse	8.918792e-06	7.305424e-07	0.99999034
mouse	1.025112e-05	8.472214e-07	0.9999889
mouse	8.487306e-06	9.878181e-07	0.9999906
mouse	8.238924e-06	9.724953e-07	0.9999908
mouse	8.205777e-06	1.0421278e-06	0.9999907
mouse	1.0560516e-05	1.0335876e-06	0.99998844
mouse	1.002931e-05	8.1309383e-07	0.99998915
mouse	1.0378001e-05	8.447154e-07	0.9999888
mouse	1.1175972e-05	8.400953e-07	0.99998796
mouse	1.4331532e-05	1.7551852e-06	0.9999839
mouse	1.454247e-05	2.6081468e-06	0.99998283
mouse	1.2358413e-05	2.1595192e-06	0.99998546
mouse	1.2752913e-05	1.7604701e-06	0.99998546
mouse	1.3630941e-05	1.959628e-06	0.9999844
mouse	1.4698059e-05	6.2049644e-06	0.99997914
mouse	1.24249655e-05	6.313238e-06	0.9999813
mouse	1.3379319e-05	6.249304e-06	0.99998033
mouse	1.1800104e-05	5.9328254e-06	0.99998224
mouse	1.7559893e-05	8.247568e-06	0.99997425
mouse	2.00201e-05	6.225796e-06	0.9999738
mouse	1.9471909e-05	3.5825233e-06	0.999977
mouse	1.8589893e-05	3.976002e-06	0.99997747
mouse	1.9031573e-05	3.6443e-06	0.99997735
mouse	2.4914983e-05	6.3050843e-06	0.99996877
mouse	2.367886e-05	7.1747927e-06	0.9999691
mouse	2.2703289e-05	7.7605855e-06	0.9999695
mouse	2.2659093e-05	8.086108e-06	0.99996924
mouse	2.3400122e-05	8.123435e-06	0.9999685
mouse	1.7871473e-05	2.5725753e-06	0.9999795
mouse	3.3203345e-05	4.2919405e-06	0.99996245
mouse	3.071878e-05	3.4631312e-06	0.9999658
mouse	2.9151428e-05	3.4220002e-06	0.99996746
mouse	3.464139e-05	4.7454064e-06	0.99996066
mouse	3.313355e-05	2.9909854e-06	0.9999639
mouse	3.463676e-05	2.8942898e-06	0.99996245
mouse	3.2508986e-05	2.8994566e-06	0.9999646
mouse	3.947917e-05	5.6391214e-06	0.99995494
mouse	3.1771477e-05	3.9588253e-06	0.99996424
mouse	6.271164e-05	4.6557734e-06	0.99993265
mouse	6.491707e-05	4.893605e-06	0.99993014
mouse	6.159179e-05	4.698478e-06	0.9999337
mouse	4.4262608e-05	3.176627e-06	0.99995255
mouse	5.70852e-05	4.0328096e-06	0.99993885
mouse	5.7488243e-05	4.2718434e-06	0.99993825
mouse	5.715038e-05	4.357915e-06	0.9999385
mouse	9.311581e-05	6.8727645e-06	0.9999
